角度,3500,25000
67.72,-49.29,-75.14
67.78,-49.29,-74.71
67.96,-47.92,-73.65
68.08,-46.41,-74.24
68.22,-45.34,-74.33
68.37,-44.47,-74.33
68.46,-43.79,-74.33
68.6,-43.79,-73.87
68.75,-43.1,-73.99
68.9,-42.6,-74.41
69.02,-42.21,-74.41
69.14,-41.91,-74.9
69.26,-41.91,-74.9
69.4,-41.58,-75.59
69.54,-41.42,-74.86
69.63,-41.3,-74.73
69.78,-41.19,-73.86
69.93,-41.19,-73.86
70.07,-41.2,-73.86
70.22,-41.23,-74.1
70.43,-41.25,-74.21
70.51,-41.25,-75.44
70.66,-41.41,-75.44
70.81,-41.43,-74.26
70.87,-41.57,-74.26
71.01,-41.68,-74.02
71.16,-41.68,-73.97
71.31,-41.63,-73.97
71.45,-41.54,-73.84
71.54,-41.31,-73.88
71.66,-40.98,-73.88
71.84,-40.44,-73.55
71.98,-40.44,-73.55
72.13,-39.15,-72.66
72.27,-38.45,-72.43
72.33,-38.45,-73.17
72.48,-37.47,-73.17
72.63,-36.66,-72.97
72.77,-36.66,-72.91
72.92,-35.22,-72.97
73.07,-35.22,-72.97
73.15,-34.48,-73.1
73.3,-33.9,-73.1
73.45,-33.35,-73.26
73.59,-32.91,-73.4
73.65,-32.91,-73.4
73.89,-32.36,-73.28
73.95,-31.91,-73.99
74.09,-31.58,-73.99
74.18,-31.26,-72.65
74.39,-31.26,-72.62
74.47,-30.89,-72.62
74.62,-30.62,-72.4
74.77,-30.2,-72.7
74.91,-30.2,-72.7
75.06,-30.01,-72.73
75.21,-29.86,-71.98
75.35,-29.72,-71.46
75.5,-29.62,-71.69
75.56,-29.62,-71.69
75.71,-29.57,-71.69
75.79,-29.56,-71.26
76,-29.6,-71.6
76.09,-29.7,-72
76.23,-29.7,-71.46
76.38,-30.17,-71.46
76.53,-30.43,-71.46
76.68,-30.43,-72.16
76.82,-30.76,-71.05
76.97,-31.22,-72.06
77.12,-31.71,-71.91
77.26,-32.27,-71.91
77.32,-32.85,-71.91
77.47,-32.85,-71.95
77.62,-33.69,-71.94
77.76,-34.64,-71.39
77.91,-35.56,-71.39
78.06,-36.45,-70.5
78.14,-37.92,-70.5
78.29,-39.01,-70.42
78.44,-39.01,-70.52
78.58,-40.1,-70.1
78.73,-40.1,-70.1
78.88,-39.51,-70.35
78.94,-38.4,-70.35
79.08,-37.12,-70.5
79.26,-35.88,-70.33
79.38,-35.88,-69.96
79.52,-34.56,-69.96
79.67,-33.4,-69.54
79.76,-32.5,-70.04
79.9,-31.73,-70.04
80.05,-31.73,-69.73
80.11,-30.81,-69.55
80.26,-30.14,-69.55
80.4,-29.6,-69.47
80.55,-29.15,-69.53
80.7,-29.15,-69.53
80.84,-28.67,-69.81
80.99,-28.05,-69.63
81.14,-27.86,-69.57
81.22,-27.86,-69.57
81.37,-27.7,-69.95
81.43,-27.63,-69.95
81.61,-27.61,-70.07
81.73,-27.63,-69.93
81.87,-27.63,-69.93
82.02,-27.78,-69.81
82.1,-27.99,-69.81
82.25,-28.2,-69.73
82.4,-28.51,-69.56
82.54,-28.51,-70.18
82.69,-29.11,-70.18
82.75,-29.66,-69.79
82.9,-30.44,-69.79
83.04,-31.33,-69.78
83.19,-31.33,-68.86
83.34,-32.68,-69.48
83.48,-34.31,-69.48
83.63,-36.48,-69
83.72,-39.06,-69
83.86,-43.59,-69.29
84.01,-43.24,-69.09
84.07,-39.66,-68.93
84.22,-36,-68.93
84.36,-36,-69.32
84.51,-32.44,-69.32
84.66,-30.19,-69.49
84.75,-28.4,-69.92
84.89,-26.81,-69.73
85.04,-26.81,-69.73
85.19,-25.27,-70.03
85.25,-23.98,-70.03
85.39,-22.84,-70.08
85.57,-21.98,-69.62
85.69,-21.98,-69.29
85.83,-20.88,-69.29
85.98,-20,-69.72
86.07,-19.31,-69.72
86.21,-18.68,-69.85
86.36,-18.68,-69.57
86.42,-17.84,-69.76
86.57,-17.25,-69.76
86.71,-16.73,-70.01
86.86,-16.18,-70.01
87.01,-15.63,-69.5
87.15,-15.15,-69.21
87.3,-14.7,-69.12
87.39,-14.32,-69.12
87.53,-14.32,-69.67
87.68,-13.88,-69.67
87.74,-13.48,-70.38
87.89,-13.17,-69.57
88.03,-12.91,-69.81
88.18,-12.91,-69.81
88.33,-12.56,-69.96
88.41,-12.32,-69.96
88.56,-12.1,-70.37
88.71,-11.89,-70.93
88.85,-11.89,-70.93
89,-11.67,-70.25
89.06,-11.49,-69.78
89.21,-11.33,-69.78
89.35,-11.19,-70.02
89.5,-11.19,-70.02
89.59,-11.07,-70.47
89.73,-10.97,-70.29
89.94,-10.9,-70.33
90.03,-10.84,-70.33
90.17,-10.79,-70.01
90.29,-10.76,-70.01
90.41,-10.74,-70.25
90.53,-10.74,-70.56
90.67,-10.74,-71.45
90.82,-10.77,-71.45
90.91,-10.8,-71.45
91.05,-10.86,-71.66
91.2,-10.93,-71.69
91.35,-10.93,-72.68
91.49,-11.04,-72.68
91.55,-11.16,-72.5
91.7,-11.28,-72.5
91.85,-11.39,-72.42
91.99,-11.39,-73.12
92.14,-11.59,-73.49
92.23,-11.78,-73.61
92.37,-11.95,-73.61
92.49,-12.16,-73.61
92.61,-12.16,-73.98
92.74,-12.44,-74.47
92.87,-12.69,-75.08
93.02,-12.97,-75.08
93.14,-13.26,-75.12
93.26,-13.26,-75.12
93.46,-13.62,-76.5
93.61,-14.37,-77.4
93.76,-14.71,-76.81
93.9,-14.71,-76.81
93.99,-15.24,-78.27
94.14,-15.71,-78.27
94.28,-16.13,-79.01
94.34,-16.6,-78.91
94.49,-16.6,-78.91
94.64,-17.25,-78.09
94.78,-17.82,-80.54
94.87,-18.39,-80.54
95.02,-19.05,-81.16
95.14,-19.05,-80.13
95.32,-19.79,-80.13
95.46,-21.41,-77.99
95.6,-22.13,-78.23
95.75,-22.13,-78.23
95.9,-23.24,-77.68
96.04,-24.27,-76.26
96.19,-25.25,-77.63
96.34,-26.27,-77.63
96.48,-27.85,-76.72
96.63,-27.85,-76.72
96.78,-30.65,-77.41
96.84,-32.3,-76.49
96.98,-32.3,-76.49
97.13,-34.12,-75.29
97.28,-35.77,-75.26
97.4,-36.87,-75.26
97.52,-36.87,-74.97
97.66,-37.19,-75.67
97.8,-36.76,-74.24
97.95,-35.81,-74.24
98.01,-34.93,-73.75
98.16,-34.17,-73.75
98.3,-34.17,-74.1
98.45,-33.16,-74
98.6,-32.52,-73.03
98.68,-31.97,-73.03
98.83,-31.5,-72.82
98.98,-31.13,-72.82
99.12,-31.13,-72.83
99.27,-30.69,-73.13
99.42,-30.6,-73.15
99.54,-30.6,-73.15
99.66,-30.6,-73.49
99.78,-30.64,-73.49
99.92,-30.76,-72.42
100.06,-30.92,-73.6
100.21,-30.92,-73.74
100.3,-31.2,-73.74
100.45,-31.49,-73.5
100.59,-31.8,-73.5
100.74,-32.17,-73.72
100.8,-32.17,-72.99
100.95,-32.7,-72.68
101.09,-33.19,-72.68
101.24,-33.72,-72.75
101.39,-34.23,-72.64
101.53,-34.87,-72.64
101.62,-35.43,-72.89
101.83,-35.89,-73.19
101.91,-35.89,-73.19
102.06,-36.25,-73.51
102.12,-36.67,-73.6
102.27,-36.85,-73.6
102.41,-36.86,-73.48
102.56,-36.86,-73.48
102.65,-36.79,-73.15
102.79,-36.54,-73.13
102.94,-36.21,-73.13
103.09,-35.85,-73.17
103.23,-35.5,-73.9
103.29,-35.5,-73.9
103.44,-35.06,-73.49
103.59,-34.65,-72.86
103.73,-34.28,-72.86
103.88,-33.97,-73.26
104.03,-33.62,-72.51
104.17,-33.36,-72.51
104.32,-33.36,-71.9
104.47,-33,-71.82
104.61,-33,-71.82
104.76,-32.84,-71.79
104.85,-32.74,-71.61
104.99,-32.66,-71.61
105.14,-32.61,-71.3
105.29,-32.61,-72.31
105.43,-32.61,-72.31
105.49,-32.65,-71.87
105.64,-32.7,-71.19
105.79,-32.78,-71.19
105.87,-32.78,-70.88
106.02,-32.94,-70.9
106.17,-33.11,-70.9
106.31,-33.29,-70.99
106.46,-33.49,-70.88
106.61,-33.78,-70.88
106.75,-34.02,-70.37
106.81,-34.25,-70.13
106.96,-34.5,-70.13
107.11,-34.5,-70.12
107.19,-34.86,-69.92
107.34,-35.22,-69.92
107.49,-35.57,-69.02
107.63,-35.92,-69.21
107.78,-35.92,-69.21
107.93,-36.35,-69.3
107.99,-36.69,-68.88
108.13,-36.96,-68.88
108.28,-37.21,-68.84
108.43,-37.21,-68.81
108.52,-37.55,-68.81
108.66,-37.84,-69.1
108.81,-38.09,-69.1
108.87,-38.3,-69.69
109.1,-38.3,-69.65
109.16,-38.48,-69.33
109.4,-38.59,-69.33
109.46,-38.65,-68.98
109.6,-38.75,-68.98
109.75,-38.9,-68.83
109.84,-39.05,-68.72
109.98,-39.22,-69.31
110.13,-39.38,-69.31
110.28,-39.38,-69.99
110.42,-39.49,-69.99
110.56,-39.56,-69.37
110.7,-39.64,-69.6
110.76,-39.72,-69.6
110.89,-39.72,-69.65
111.03,-40.03,-69.65
111.16,-40.19,-69.06
111.29,-40.19,-69.4
111.42,-40.37,-69.4
111.54,-40.61,-69.77
111.66,-40.85,-69.93
111.73,-41.05,-69.93
111.85,-41.27,-70.01
111.97,-41.27,-70.01
112.08,-41.6,-70.01
112.13,-41.91,-71.71
112.24,-42.22,-71.42
112.34,-42.56,-71.42
112.43,-42.56,-70.98
112.51,-43.02,-70.85
112.61,-43.38,-70.85
112.71,-43.74,-71.75
112.81,-44.07,-71.12
112.9,-44.41,-71.32
113,-44.7,-71.32
113.1,-44.86,-71.72
113.2,-44.86,-72.41
113.24,-45.02,-73.43
113.34,-45.1,-73.43
113.43,-45.11,-74.22
113.53,-45.05,-74.22
113.59,-44.94,-73.81
113.73,-44.94,-74.36
113.78,-44.72,-74.36
113.88,-44.53,-74.91
113.98,-44.3,-74.91
114.02,-44.04,-75.8
114.12,-44.04,-76.33
114.27,-43.47,-76.41
114.36,-43.23,-76.41
114.45,-43.01,-78.94
114.49,-43.01,-78.94
114.57,-42.78,-80.97
114.62,-42.59,-83.08
114.74,-42.47,-88.52
114.78,-42.38,-88.52
114.86,-42.38,-92.4
114.94,-42.25,-92.4
115.01,-42.2,-86.72
115.04,-42.17,-83.64
115.11,-42.1,-79.71
115.18,-42.1,-76.87
115.24,-42.09,-76.87
115.28,-42.07,-75.25
115.34,-42.08,-71.64
115.4,-42.09,-70.66
115.45,-42.09,-70.66
115.51,-42.12,-69.05
115.55,-42.16,-69.05
115.59,-42.19,-68.16
115.66,-42.22,-67.13
115.68,-42.28,-67.13
115.73,-42.33,-66.32
115.78,-42.38,-65.26
115.82,-42.45,-65.26
115.87,-42.45,-64.2
115.9,-42.56,-63.22
115.95,-42.64,-63.22
116,-42.74,-62.67
116.05,-42.83,-61.85
116.1,-42.83,-61.85
116.15,-43.1,-61.24
116.2,-43.23,-60.84
116.22,-43.23,-60.15
116.29,-43.33,-60.15
116.31,-43.54,-59.68
116.39,-43.71,-59.25
116.41,-43.85,-59.25
116.46,-44.02,-58.86
116.5,-44.02,-58.51
116.54,-44.21,-58.51
116.59,-44.43,-58.08
116.63,-44.58,-58.08
116.68,-44.78,-57.95
116.73,-44.78,-57.49
116.78,-45.01,-57.28
116.83,-45.45,-57.28
116.88,-45.61,-57
116.93,-45.61,-56.87
116.95,-45.88,-56.87
117,-46.07,-56.75
117.05,-46.26,-56.58
117.09,-46.48,-56.58
117.14,-46.48,-56.41
117.18,-46.94,-56.17
117.21,-46.94,-56.17
117.25,-47.12,-56.13
117.29,-47.33,-56.09
117.32,-47.33,-56.09
117.35,-47.67,-56.13
117.38,-47.8,-56.17
117.4,-47.86,-56.17
117.42,-47.86,-56.31
117.45,-48.07,-56.33
117.47,-48.13,-56.33
117.5,-48.2,-56.4
117.51,-48.31,-56.59
117.53,-48.31,-56.59
117.56,-48.4,-56.71
117.57,-48.48,-57.06
117.59,-48.48,-57.06
117.62,-48.5,-57.31
117.64,-48.5,-57.31
117.67,-48.52,-57.43
117.68,-48.59,-57.64
117.71,-48.6,-57.64
117.73,-48.61,-58.01
117.75,-48.61,-58.46
117.78,-48.63,-58.46
117.8,-48.61,-58.77
117.81,-48.61,-59.32
117.84,-48.59,-59.32
117.86,-48.58,-59.85
117.89,-48.57,-60.16
117.91,-48.5,-60.16
117.94,-48.45,-60.68
117.95,-48.45,-61.27
117.97,-48.36,-61.27
118,-48.32,-61.88
118.01,-48.22,-62.59
118.03,-48.12,-62.59
118.06,-48.12,-63.16
118.08,-48.07,-63.86
118.11,-47.97,-64.77
118.12,-47.86,-64.77
118.14,-47.75,-65.89
118.17,-47.75,-65.89
118.19,-47.67,-66.6
118.2,-47.54,-67.85
118.23,-47.4,-67.85
118.25,-47.24,-69.1
118.28,-47.24,-71.45
118.3,-47.08,-71.45
118.33,-46.79,-72.07
118.34,-46.79,-73.3
118.36,-46.66,-73.3
118.39,-46.46,-74.62
118.41,-46.34,-74.83
118.44,-46.2,-74.83
118.45,-46.08,-75.12
118.47,-46.08,-74.17
118.5,-45.85,-74.17
118.52,-45.73,-74.64
118.54,-45.59,-75.12
118.56,-45.44,-75.12
118.58,-45.44,-75.06
118.61,-45.24,-75.06
118.62,-45.09,-75.49
118.64,-44.98,-73.9
118.67,-44.85,-73.78
118.69,-44.85,-73.78
118.72,-44.66,-73.56
118.73,-44.51,-73.56
118.76,-44.38,-73.37
118.78,-44.2,-73.15
118.8,-44.2,-73.15
118.83,-44.02,-73.69
118.85,-43.74,-73.69
118.86,-43.74,-73.65
118.89,-43.58,-73.61
118.91,-43.42,-73.61
118.94,-43.29,-73.78
118.96,-43.14,-74.52
118.98,-43.03,-74.52
119,-43.03,-74.05
119.02,-42.86,-73.3
119.05,-42.74,-73.3
119.06,-42.61,-74.36
119.08,-42.48,-73.18
119.11,-42.48,-73.18
119.13,-42.32,-73.31
119.16,-42.19,-73.54
119.17,-42.06,-73.54
119.19,-41.94,-73.61
119.22,-41.94,-73.55
119.25,-41.78,-73.55
119.27,-41.66,-73.26
119.28,-41.43,-73.11
119.3,-41.43,-73.11
119.32,-41.31,-73.47
119.33,-41.22,-73.62
119.34,-41.15,-73.62
119.35,-41.08,-74.32
119.35,-41.08,-73.24
119.35,-41.04,-73.24
119.36,-41.01,-72.67
119.36,-40.99,-72.09
119.37,-40.97,-72.09
119.37,-40.97,-71.48
119.38,-40.92,-71.92
119.38,-40.92,-71.92
119.39,-40.86,-73.16
119.39,-40.86,-72.03
119.4,-40.83,-72.03
119.4,-40.81,-72.63
119.4,-40.8,-72.27
119.41,-40.78,-72.27
119.41,-40.78,-71.64
119.42,-40.77,-71.83
119.42,-40.73,-71.83
119.43,-40.72,-71.37
119.43,-40.68,-72.37
119.44,-40.68,-72.37
119.44,-40.67,-72.12
119.44,-40.64,-72.6
119.45,-40.61,-72.6
119.45,-40.59,-73.25
119.46,-40.56,-73.43
119.46,-40.52,-73.43
119.47,-40.51,-74.45
119.47,-40.5,-74.8
119.48,-40.5,-74.8
119.48,-40.47,-75.24
119.48,-40.45,-75.71
119.49,-40.44,-75.71
119.49,-40.4,-77.27
119.5,-40.4,-78.41
119.5,-40.36,-78.41
119.51,-40.36,-77.15
119.51,-40.35,-77.91
119.52,-40.33,-77.91
119.52,-40.31,-78.62
119.52,-40.27,-79.28
119.53,-40.27,-79.28
119.53,-40.24,-79.48
119.54,-40.24,-82.26
119.54,-40.21,-82.26
119.55,-40.2,-82.72
119.55,-40.19,-82.28
119.56,-40.16,-82.28
119.56,-40.16,-83.08
119.56,-40.15,-83.89
119.57,-40.12,-85.4
119.57,-40.09,-85.4
119.58,-40.07,-81.96
119.58,-40.07,-81.96
119.59,-40.05,-83.77
119.59,-40.02,-84.38
119.6,-40,-83.35
119.6,-39.98,-83.35
119.6,-39.95,-84.55
119.61,-39.95,-84.55
119.62,-39.91,-82.97
119.62,-39.89,-83.46
119.62,-39.89,-83.46
119.63,-39.87,-82.8
119.63,-39.85,-83.46
119.64,-39.83,-83.46
119.64,-39.82,-80.46
119.64,-39.82,-80.49
119.65,-39.79,-80.49
119.65,-39.76,-78.39
119.66,-39.74,-80.8
119.66,-39.74,-80.8
119.67,-39.74,-78.41
119.67,-39.7,-78.25
119.68,-39.69,-78.25
119.68,-39.66,-76.86
119.69,-39.64,-76.61
119.69,-39.63,-76.61
119.69,-39.61,-75.99
119.7,-39.59,-75.98
119.7,-39.57,-75.98
119.71,-39.57,-75.56
119.71,-39.55,-75.06
119.72,-39.53,-75.06
119.72,-39.51,-74.69
119.73,-39.48,-73.74
119.73,-39.48,-73.74
119.73,-39.46,-73.86
119.74,-39.44,-73.27
119.74,-39.42,-73.27
119.75,-39.41,-73.79
119.75,-39.41,-73.46
119.76,-39.37,-73.46
119.76,-39.37,-73.25
119.76,-39.34,-73.78
119.77,-39.33,-73.78
119.77,-39.29,-73.31
119.78,-39.28,-73.37
119.78,-39.26,-73.37
119.79,-39.24,-73.66
119.79,-39.24,-73.74
119.8,-39.22,-73.74
119.8,-39.19,-74.19
119.81,-39.18,-75.22
119.81,-39.17,-75.22
119.81,-39.17,-74.38
119.82,-39.15,-74.12
119.82,-39.13,-74.12
119.83,-39.11,-74.82
119.83,-39.09,-76.68
119.84,-39.08,-76.68
119.84,-39.08,-77.47
119.84,-39.05,-77.5
119.85,-39.04,-77.5
119.85,-39.03,-78.67
119.86,-39.01,-78.32
119.86,-38.98,-78.32
119.86,-38.96,-79.96
119.87,-38.96,-82.88
119.87,-38.95,-82.88
119.88,-38.93,-87.33
,,-89.61
,,-89.61
,,-94.87
,,-95.28
,,-95.28
,,-91.82
,,-99.62
,,-91.8
,,-91.8
,,-84.57
,,-84.57
,,-89.35
,,-87.94
,,-84.57
,,-84.57
,,-83.29
,,-83.29
,,-80.52
,,-80.84
,,-79.89
,,-79.89
,,-79.51
,,-79.51
,,-79.85
,,-79.13
,,-78.63
,,-78.63
,,-77.62
,,-77.62
,,-78.56
,,-77
,,-76.46
,,-76.46
,,-75.22
,,-75.22
,,-76.85
,,-75.98
,,-76.34
,,-74.63
,,-74.63
,,-74.63
,,-75.01
,,-74.35
,,-74.57
,,-73.37
,,-73.37
,,-73.42
,,-73.79
,,-75.34
,,-75.34
,,-74.39
,,-74.39
,,-74.35
,,-74.35
,,-74.08
,,-73.33
,,-72.55
,,-72.55
,,-72.2
,,-72.61
,,-72.48
,,-72.48
,,-72.92
,,-72.92
,,-72.95
,,-73.78
,,-73.74
,,-73.74
,,-74.38
,,-74.38
,,-73.9
,,-75.13
,,-75.03
,,-75.03
,,-76.22
,,-76.22
,,-76.54
,,-76.29
,,-76.65
,,-76.65
,,-77.98
,,-77.98
,,-78.91
,,-79.61
,,-79.04
,,-79.04
,,-81.68
,,-81.68
,,-82.32
,,-85.71
,,-85.71
,,-84.37
,,-82.31
,,-82.31
,,-86.03
,,-82.37
,,-82.37
,,-81.04
,,-81.29
,,-81.29
,,-80.84
,,-79.52
,,-79.52
,,-79.31
,,-77.46
,,-77.46
,,-76.52
,,-75.81
,,-75.81
,,-75.52
,,-75.64
,,-75.64
,,-75.69
,,-75.17
,,-75.17
,,-74.13
,,-73.5
,,-73.5
,,-72.33
,,-72.05
,,-72.05
,,-71.51
,,-72.23
,,-72.23
,,-71.77
,,-72.17
,,-72.17
,,-72.87
,,-72.57
,,-72.57
,,-73.13
,,-73.79
,,-73.79
,,-74.15
,,-72.7
,,-72.7
,,-72.37
,,-72.37
,,-72.49
,,-72.97
,,-72.77
,,-72.77
,,-72.77
,,-72.87
,,-72.34
,,-72.75
,,-72.75
,,-73.47
,,-73.47
,,-73.29
,,-74.06
,,-73.64
,,-73.64
,,-74.69
,,-73.63
,,-73.63
,,-74.49
,,-73.27
,,-73.27
,,-74.2
,,-74.55
,,-74.55
,,-74.12
,,-74.58
,,-74.58
,,-75.15
,,-75.15
,,-74.1
,,-74.29
,,-74.06
,,-74.02
,,-74.02
